total_cost,total_power,cpu_score,gpu_score,ram_score,storage_score,psu_score,purpose,purpose_encoded,compatibility,budget_difference,overall_build_quality
4767.939999999999,365.0,774.25,15580,57600,665600.0,0.0,Office,2,0.0,4102.272366952563,0.01888860117269229
972.94,150.0,180.5,5480,34112,8294400.0,5.0,Gaming,0,0.0,-487.2382086219475,34.8691205031093
639.94,135.0,127.0,5480,34128,1228800.0,4.0,Editing,1,0.0,-968.4362332690675,25.751244252378477
851.94,135.0,173.5,3980,17064,179200.0,3.0,Gaming,0,1.0,-505.43652987126006,42.32255067756773
1555.94,205.0,240.0,7480,38400,1587200.0,2.0,Office,2,0.0,676.4735491945012,1.0194895037451281
1339.44,205.0,214.0,12980,33600,1459200.0,2.0,Editing,1,1.0,-1268.8547053688435,37.84183577707087
1122.44,310.0,171.0,21450,27200,588800.0,2.0,Office,2,0.0,-2195.5519908145984,26.90155075677981
759.94,255.0,164.5,3980,166400,51200.0,2.0,Gaming,0,0.0,-2625.051194543452,22.799617173956946
745.94,90.0,128.0,3980,83200,6860800.0,0.0,Editing,1,0.0,-3055.216627576741,20.987401480784875
932.44,65.0,172.5,580,36800,2867200.0,5.0,Gaming,0,0.0,-2902.1436981314005,22.834281287964615
1803.44,295.0,237.0,17980,166400,6041600.0,2.0,Editing,1,0.0,-469.6677232536558,47.483585734640556
31157.44000000001,385.0,132.0,68980,256000,1561600.0,1.0,Editing,1,0.0,27272.734444416645,2.095190368155364
2130.94,195.0,181.5,22980,17064,819200.0,2.0,Office,2,0.0,-570.7608851072723,33.82607654659156
1934.94,165.0,139.0,22980,13600,128000.0,1.0,Editing,1,0.0,-654.1762583507866,33.633001875731644
1347.94,270.0,160.0,18890,140800,1740800.0,2.0,Gaming,0,0.0,-705.7085086062207,37.40164062718512
2130.94,295.0,196.0,26980,281600,192000.0,4.0,Editing,1,0.0,480.2517303885088,25.280680691723024
763.94,215.0,102.0,12980,38400,608000.0,1.0,Gaming,0,0.0,-1077.1417600770128,23.34642817792143
1107.44,115.0,286.0,980,19200,7782400.0,3.0,Editing,1,0.0,87.08846367413264,38.375263321076844
1257.94,260.0,194.5,18890,54400,4403200.0,2.0,Gaming,0,0.0,-1117.435113146671,30.752039337302254
5080.439999999999,650.0,471.5,25890,8532,320000.0,4.0,Office,2,0.0,3492.081752083439,1.2770313969007647
1001.44,50.0,137.0,680,153600,371200.0,4.0,Gaming,0,1.0,-2092.29488538117,35.623570310280165
1081.94,146.0,120.5,6980,102400,1164800.0,5.0,Office,2,0.0,-168.07951922265556,41.4837243315794
906.94,240.0,132.5,18890,102400,844800.0,1.0,Office,2,1.0,-2533.0464214810636,35.98579610151216
949.94,155.0,214.0,7490,34128,947200.0,0.0,Office,2,1.0,172.41100048306885,30.51901094834157
1097.94,340.0,184.0,9980,132256,166400.0,0.0,Gaming,0,0.0,-2507.9582106636217,21.8050316777478
1489.44,115.0,158.5,780,76800,1075200.0,5.0,Office,2,0.0,776.5269628852748,0.0
1326.44,260.0,166.5,16780,38400,2124800.0,2.0,Editing,1,0.0,-2312.2906297220443,24.81297871689804
4271.44,700.0,261.5,45980,230400,1356800.0,1.0,Editing,1,0.0,2556.1554491733923,1.1962263067174719
30997.94000000001,745.0,189.0,58980,108800,2201600.0,5.0,Editing,1,0.0,30578.85997696863,0.21780609042818727
1826.94,490.0,109.5,34230,8532,2048000.0,4.0,Office,2,0.0,-630.8656820916394,30.689142694067662
1131.94,200.0,338.0,5480,10664,256000.0,2.0,Office,2,0.0,-1918.5498613145573,29.88145883098801
1497.94,225.0,237.0,17980,1600,1715200.0,2.0,Office,2,0.0,-724.0342428936492,34.98010541526112
1030.94,30.0,100.5,4980,29856,620800.0,2.0,Gaming,0,0.0,-1822.4698000061453,21.518710307612437
939.94,225.0,127.0,16980,28800,19200.0,3.0,Editing,1,0.0,-2522.6788560592368,19.659813853635274
2963.9399999999987,270.0,67.0,28980,7464,4454400.0,2.0,Editing,1,1.0,-137.86692915513004,50.90788546428328
4968.939999999999,310.0,175.5,28120,108800,1843200.0,3.0,Gaming,0,0.0,2685.9044708311694,0.8287997285211604
743.94,165.0,158.0,6850,11732,627200.0,4.0,Gaming,0,1.0,-1902.8255590546155,35.05078143279326
761.94,185.0,138.5,3980,34128,486400.0,3.0,Editing,1,0.0,-1047.395596725407,19.185500237283033
1333.44,340.0,138.5,27980,38400,2150400.0,0.0,Office,2,0.0,432.06053841180596,1.7156310648103936
2175.9399999999996,465.0,237.0,34980,89600,76800.0,2.0,Gaming,0,0.0,1229.9104329620955,0.0
469.94,90.0,103.5,2480,24000,108800.0,0.0,Office,2,0.0,-2886.5862968192464,19.372806340678476
972.94,245.0,202.5,10890,5332,2150400.0,5.0,Gaming,0,0.0,-1370.5582936062124,30.750298007393088
1247.94,70.0,325.0,890,25600,1945600.0,5.0,Office,2,0.0,-1730.3046690386277,35.78331766899891
4727.939999999999,285.0,239.5,22980,230400,8499200.0,1.0,Office,2,0.0,2227.729538841965,0.9650308965811054
888.94,105.0,114.5,2980,128000,4403200.0,1.0,Gaming,0,0.0,120.9744087892816,27.071507703858245
1306.44,251.0,69.0,21450,38400,64000.0,4.0,Gaming,0,0.0,-1744.7592482490022,31.768056418254737
961.44,100.0,127.0,7490,256000,742400.0,1.0,Gaming,0,0.0,-874.9697339324689,32.72897835394316
2625.4399999999996,265.0,131.0,18980,96000,8704000.0,5.0,Gaming,0,0.0,792.0327030726037,0.0
2698.9399999999996,528.0,203.5,45980,10664,102400.0,3.0,Office,2,0.0,670.1577419223033,0.7109016854864347
1734.94,365.0,133.5,25980,57600,768000.0,0.0,Gaming,0,1.0,213.63658392207344,42.945718834105534
892.44,275.0,208.5,11560,38400,576000.0,5.0,Gaming,0,0.0,185.1811949168822,17.21773327757195
1283.44,325.0,194.5,21980,32000,3993600.0,4.0,Office,2,0.0,-653.0000592122979,40.1898980727606
3666.9399999999987,655.0,284.5,48980,34128,230400.0,2.0,Office,2,1.0,2208.379154804501,1.749751244887659
1249.44,175.0,178.5,6980,76800,3430400.0,5.0,Office,2,0.0,-1165.2651927095844,33.94593681941646
1833.44,180.0,142.0,12890,36800,5068800.0,0.0,Gaming,0,0.0,-884.9583556604566,34.30366852660154
783.44,165.0,131.5,11980,29856,358400.0,4.0,Gaming,0,0.0,-1085.304183313441,29.496543239458717
1140.44,175.0,117.5,16980,76800,576000.0,2.0,Office,2,0.0,-1609.4459882667488,32.2149294545418
638.94,125.0,137.5,680,40000,4300800.0,3.0,Editing,1,0.0,-1932.5706478371267,21.03913178417714
1146.94,235.0,281.5,11980,13600,25600.0,1.0,Gaming,0,0.0,-2306.3211436807806,23.72020371540197
1235.94,170.0,230.0,9980,38400,614400.0,3.0,Office,2,0.0,-1413.200575755704,28.61175737833824
953.44,295.0,192.0,16980,24000,204800.0,0.0,Editing,1,1.0,-1433.9298510671288,36.23614048429034
899.94,90.0,75.5,7980,76800,3993600.0,3.0,Editing,1,0.0,-1254.812313698249,28.115332548508196
39742.43999999999,745.0,193.0,78980,20800,38400.0,4.0,Gaming,0,0.0,36826.59492862073,0.13154922429260424
978.44,190.0,164.5,7980,89600,1740800.0,0.0,Gaming,0,0.0,-1314.044656289669,26.734962584016085
3235.9399999999987,385.0,231.0,28980,93856,499200.0,1.0,Editing,1,1.0,1042.8132873603781,0.19018973952070473
2055.44,225.0,341.0,9790,35200,640000.0,5.0,Editing,1,0.0,1271.7565715367723,1.0674339757062343
428.94,90.0,109.5,3980,15200,307200.0,1.0,Editing,1,1.0,-1750.4458604977767,22.123825250982517
2607.9399999999996,215.0,122.5,19870,8528,4044800.0,2.0,Editing,1,0.0,934.0030443795015,1.2366230823861908
2010.94,180.0,164.5,12890,320000,1331200.0,4.0,Office,2,0.0,-986.5783000388601,42.74641174716598
1564.94,355.0,281.5,23980,46928,1280000.0,0.0,Editing,1,0.0,-576.5777909566859,44.14811898361481
5331.439999999999,425.0,471.5,9980,108800,422400.0,0.0,Editing,1,1.0,3728.1619930589395,0.0
970.44,355.0,141.5,13980,76800,896000.0,5.0,Editing,1,0.0,-1967.291978880231,22.883249611984965
2646.4399999999996,490.0,138.5,34230,153600,1945600.0,4.0,Office,2,0.0,121.60959927128624,39.02268313128295
960.94,140.0,172.0,4920,35200,2406400.0,5.0,Office,2,0.0,-1044.6807826486406,38.242110171987655
1600.94,365.0,149.5,23450,108800,601600.0,5.0,Editing,1,0.0,-1405.831985383299,34.315741954726
2292.4399999999996,300.0,303.5,27980,36800,115200.0,3.0,Gaming,0,0.0,-1663.1648287879298,35.85248064203505
612.94,90.0,127.0,3980,34112,1177600.0,5.0,Office,2,0.0,-220.94128363127197,37.970455030510976
870.94,290.0,181.5,16990,38400,716800.0,5.0,Office,2,0.0,-2392.2906166527505,24.300403766526465
1081.94,210.0,262.0,6980,6400,8192000.0,2.0,Office,2,0.0,-1927.2203775035414,36.02331053575309
1478.44,261.0,202.0,15780,230400,947200.0,4.0,Gaming,0,0.0,-794.1651955634347,42.775323697259005
1189.44,115.0,227.0,580,320000,1075200.0,2.0,Office,2,0.0,-2086.1796487851952,38.041915418522834
875.94,226.0,62.0,21980,121600,32000.0,4.0,Office,2,0.0,-1614.7859460183795,28.49022769549874
5055.939999999999,400.0,281.5,24980,17600,921600.0,2.0,Gaming,0,0.0,2079.948065156728,0.0
1230.94,120.0,204.5,3980,54400,5120000.0,3.0,Office,2,0.0,-578.9285059452818,43.237276298554605
1368.94,180.0,118.0,18990,42656,473600.0,1.0,Gaming,0,0.0,-1239.341001158548,30.90438344114898
1074.94,143.0,186.25,1980,268800,1075200.0,0.0,Editing,1,0.0,-2341.2326470196836,29.74538802717893
1478.94,285.0,171.0,23750,166400,4403200.0,0.0,Office,2,0.0,-1188.260522786151,39.27912459376411
1041.94,145.0,203.0,11990,108800,563200.0,1.0,Editing,1,1.0,15.917102809845801,53.81263369744916
1326.94,300.0,195.0,14890,136512,640000.0,1.0,Office,2,0.0,121.19658663855694,39.86590532531423
3337.9399999999996,115.0,180.0,12980,12800,1267200.0,4.0,Office,2,0.0,-220.9191054693697,36.164936507252655
1001.94,115.0,165.0,6980,1600,1843200.0,5.0,Gaming,0,0.0,-1756.9311303004783,27.905410615898155
1111.94,110.0,159.5,5890,34112,6451200.0,4.0,Editing,1,0.0,-1892.3724092789057,29.77153943498704
1000.94,215.0,152.0,6980,217600,1740800.0,5.0,Editing,1,0.0,-1455.8081909104667,32.92809095411139
1330.44,95.0,233.0,6490,160000,1920000.0,4.0,Gaming,0,0.0,-1940.2936777849413,34.5211274761968
1519.94,330.0,166.0,25780,8532,300800.0,0.0,Editing,1,0.0,-1107.0609615746635,33.49249615220663
949.94,240.0,158.0,15980,28800,4812800.0,0.0,Office,2,0.0,-1125.7520315719407,36.29729598023039
1116.94,180.0,176.0,18120,54400,217600.0,2.0,Editing,1,1.0,-214.33799051246865,51.865283983803074
793.94,76.0,166.0,180,89600,7884800.0,0.0,Office,2,0.0,-1880.588697260006,34.02877254596039
878.44,260.0,132.0,14320,20800,1433600.0,1.0,Office,2,0.0,-933.3043612027077,31.431300811094953
846.94,283.0,103.5,16990,29856,1241600.0,4.0,Office,2,0.0,-2328.1347907475633,24.77810826622626
745.94,30.0,136.0,780,102400,844800.0,3.0,Office,2,0.0,-2791.5925021485546,23.847094076803597
888.94,115.0,151.0,780,33600,8294400.0,0.0,Gaming,0,0.0,252.68587953355348,0.0
1309.44,255.0,199.0,17980,32000,492800.0,5.0,Office,2,0.0,-2490.0530858481875,27.03864267015014
851.94,288.0,124.5,17690,11732,2304000.0,3.0,Editing,1,0.0,155.3682357829664,12.229120803273627
1343.94,285.0,262.0,16980,89600,2227200.0,1.0,Editing,1,1.0,-210.7338655772587,57.78721470430662
2341.9399999999996,365.0,123.0,27980,22400,4096000.0,0.0,Office,2,0.0,615.2451625944595,2.439779207549523
1650.44,295.0,206.0,18230,294400,4864000.0,4.0,Gaming,0,0.0,1186.1371870780504,0.0
1891.94,124.0,98.5,15980,93856,2457600.0,5.0,Editing,1,0.0,-171.61024675637827,41.77247198196581
1377.94,270.0,194.0,12980,22400,281600.0,2.0,Editing,1,0.0,398.9683113185158,0.4746391095736255
3462.9399999999996,330.0,261.5,22980,14932,460800.0,0.0,Editing,1,0.0,3021.1060563308374,0.5581970866397414
883.94,45.0,175.5,2480,42656,4352000.0,4.0,Editing,1,0.0,341.31222874591435,0.7183082458977537
592.94,130.0,92.5,8480,46928,204800.0,0.0,Editing,1,1.0,-320.0439544454475,40.35972798944516
9918.939999999999,375.0,791.25,1980,102400,1254400.0,4.0,Gaming,0,1.0,9202.620603078598,0.0
3461.9399999999987,585.0,198.0,48980,11732,4249600.0,2.0,Editing,1,0.0,1018.7929462583893,0.31585196644287816
1047.94,120.0,173.5,3480,68256,1843200.0,4.0,Office,2,1.0,-1571.8364947049063,43.87407590798971
30746.94000000001,415.0,138.5,68980,9600,358400.0,0.0,Editing,1,0.0,28095.843223229796,0.0
1825.94,120.0,283.5,4980,29856,89600.0,0.0,Editing,1,0.0,1279.225218067098,2.24784725829762
5813.939999999999,315.0,774.25,12890,243200,985600.0,2.0,Editing,1,0.0,2275.5191602680725,0.9280298217718586
2421.939999999999,615.0,102.5,38980,17600,1024000.0,5.0,Editing,1,0.0,228.4354207686988,35.14621688668197
1498.94,188.0,186.25,15120,134400,3123200.0,3.0,Editing,1,0.0,-1242.2324708489728,36.81743858274208
1111.94,120.0,241.0,1280,85312,1036800.0,5.0,Editing,1,0.0,-1551.6133455414024,27.43863241941953
1145.94,315.0,194.0,8980,121600,2201600.0,4.0,Editing,1,0.0,-1371.0701611242853,29.661369696318648
1055.94,235.0,152.0,15340,83200,2252800.0,3.0,Editing,1,0.0,-725.9097467240665,31.974203946833605
4424.939999999999,360.0,142.0,28120,38400,25600.0,2.0,Editing,1,1.0,2565.8233408913225,0.0
1372.94,365.0,138.5,22890,147200,435200.0,1.0,Gaming,0,1.0,82.9081321485628,54.00435099533199
1078.94,220.0,214.0,10230,89600,1715200.0,3.0,Office,2,0.0,90.25405869391807,41.4425420994973
1825.94,335.0,134.5,22890,35200,1843200.0,3.0,Office,2,0.0,576.1583319527299,0.7155612408346822
1025.44,230.0,145.5,15580,76800,7168000.0,0.0,Gaming,0,0.0,-2358.540117177394,20.881131741384838
1216.94,180.0,284.5,3980,68256,665600.0,5.0,Office,2,0.0,-548.7509237207255,40.151053924656075
1231.94,165.0,127.0,7480,281600,5632000.0,4.0,Office,2,1.0,-2068.472550620191,50.51038747507471
1584.94,200.0,338.0,8980,16532,9728000.0,2.0,Gaming,0,0.0,-2186.8404922618615,26.851738836875658
787.94,40.0,175.5,680,29856,1088000.0,0.0,Gaming,0,0.0,69.13989679633107,29.057761589370205
1454.94,305.0,319.0,23980,1600,2457600.0,3.0,Office,2,0.0,-2069.5658602720796,31.687251408528095
1632.94,395.0,230.0,23980,12800,422400.0,5.0,Gaming,0,0.0,1125.0350764583595,0.0
1569.94,180.0,122.5,12890,25600,3788800.0,2.0,Office,2,0.0,-2298.1085981534366,25.76114074777079
3000.9399999999996,245.0,136.0,27980,153600,499200.0,1.0,Editing,1,0.0,1722.009754479452,0.9270430664754301
737.94,65.0,131.0,580,35200,6553600.0,1.0,Gaming,0,0.0,-2638.6799813627586,16.28475185551576
4707.939999999999,360.0,195.0,24980,57600,1305600.0,2.0,Gaming,0,0.0,790.1129368032566,26.65982058752893
966.94,273.0,178.5,5980,59712,716800.0,1.0,Editing,1,0.0,-1774.9019320501766,21.14671041521386
1963.44,45.0,93.0,2480,217600,486400.0,5.0,Office,2,0.0,-4.6599333265587575,47.390792869206955
1334.44,135.0,190.0,13980,153600,2483200.0,2.0,Office,2,0.0,-1093.9401384544517,40.61337302009284
1074.94,90.0,153.5,680,7464,556800.0,2.0,Office,2,0.0,411.43467443360294,0.0
2057.94,505.0,199.0,32980,268800,563200.0,4.0,Office,2,0.0,-58.16371014817287,47.89685633133594
2606.9399999999996,165.0,174.0,19870,59712,2124800.0,4.0,Gaming,0,1.0,-1025.9699762199534,50.953656399685876
1186.94,295.0,250.0,19980,11732,1152000.0,5.0,Gaming,0,0.0,-962.1983330707722,38.21520437914315
435.94,118.0,125.5,1480,4264,460800.0,2.0,Editing,1,0.0,-1905.0405960309158,13.85730365455894
3984.9399999999987,345.0,199.0,22980,25600,5836800.0,5.0,Editing,1,0.0,1132.9157257260604,1.2113378635218703
5181.439999999999,400.0,281.5,31980,68256,4761600.0,1.0,Gaming,0,0.0,1925.1738706677843,0.1878367539718609
787.94,205.0,134.5,15340,19200,307200.0,0.0,Office,2,0.0,-3037.112031943965,21.048235689693158
1281.94,205.0,190.0,14560,230400,716800.0,1.0,Editing,1,0.0,118.5785763303843,43.76530767321768
1315.94,110.0,164.5,5890,153600,2713600.0,0.0,Office,2,0.0,-171.47780660526223,47.932451613919746
1012.94,195.0,121.0,12980,21328,9523200.0,5.0,Editing,1,0.0,-2147.0220867214616,27.33339894435923
2444.9399999999996,330.0,342.25,12980,28800,537600.0,2.0,Gaming,0,0.0,1700.3676001274175,0.6803067506177638
1784.94,325.0,237.0,28980,25600,2483200.0,5.0,Gaming,0,0.0,-890.3157496735066,43.571129452387524
668.44,30.0,153.5,4980,24000,512000.0,3.0,Office,2,0.0,-1273.0786137322132,30.039910913619067
1435.94,230.0,239.0,11560,153600,243200.0,1.0,Editing,1,0.0,-1135.64987676814,34.6263663135496
6618.939999999999,575.0,707.0,17990,44800,326400.0,1.0,Gaming,0,0.0,4774.663509459661,2.573552751591582
1796.94,350.0,341.0,19980,51200,921600.0,3.0,Gaming,0,1.0,1153.5347710680264,0.6939395030716536
634.94,131.0,69.0,7980,4264,76800.0,2.0,Office,2,0.0,-932.6615112153522,30.678012776177987
1598.94,328.0,216.0,23990,57600,5324800.0,5.0,Office,2,0.0,-2384.7897665353253,34.580910584508125
574.94,105.0,123.0,2980,22400,364800.0,5.0,Office,2,0.0,-2542.476151787052,20.615527930024218
2296.9399999999996,257.0,263.5,9540,217600,2867200.0,3.0,Office,2,0.0,645.6825127396642,5.461167666970175
1444.94,208.0,124.5,16980,147200,832000.0,3.0,Gaming,0,0.0,-1986.3798597551167,33.170243832985875
1295.94,295.0,200.0,16780,64000,1100800.0,2.0,Editing,1,0.0,-928.6783545537373,34.2322905177107
891.94,85.0,137.0,580,102400,7782400.0,5.0,Gaming,0,0.0,-368.6591959101561,36.190175316180756
15120.439999999999,680.0,342.25,58970,294400,1280000.0,5.0,Editing,1,0.0,14138.088839132404,0.0
893.94,215.0,151.0,11980,9600,480000.0,3.0,Editing,1,0.0,-2666.7675536022502,19.507601311449758
790.44,174.0,98.5,15580,34128,172800.0,2.0,Editing,1,0.0,-234.24825395143125,30.251995239461905
1778.44,150.0,153.5,10980,217600,4556800.0,0.0,Gaming,0,0.0,-804.4953999601521,34.27057405852683
1119.94,180.0,141.5,14980,136512,5529600.0,5.0,Editing,1,0.0,-1678.764789006143,32.840423826070925
1239.44,135.0,241.0,1480,294400,2918400.0,3.0,Editing,1,0.0,-283.0980791069344,51.21847485384575
748.94,175.0,244.5,1280,29856,435200.0,1.0,Office,2,0.0,-1881.5766376321862,26.539829158232724
980.94,245.0,128.0,11480,166400,1894400.0,5.0,Office,2,0.0,-489.5381736526199,45.5195762475723
1200.94,100.0,61.0,10980,17056,1689600.0,3.0,Office,2,0.0,-290.850531243344,35.48769893891289
1096.94,70.0,190.5,3980,115200,1216000.0,0.0,Editing,1,1.0,-1549.0850106498983,39.409782794279266
1946.94,385.0,333.0,25980,128000,6656000.0,0.0,Office,2,0.0,-807.732863339193,47.00426749383611
1741.94,445.0,202.5,31980,5332,518400.0,2.0,Editing,1,0.0,447.0510722262086,6.3430480293182185
1643.94,210.0,245.5,18120,140800,486400.0,0.0,Editing,1,0.0,-1493.1033632396861,31.177191618593042
744.94,43.0,135.0,680,17056,1280000.0,4.0,Office,2,0.0,-1627.7141603052946,26.083844240188732
1261.94,95.0,223.5,3980,160000,4710400.0,2.0,Editing,1,0.0,-306.8933368042158,47.42246798408547
1000.94,225.0,180.0,11480,10672,396800.0,5.0,Gaming,0,0.0,-2838.264871414142,25.07447521827156
1199.94,65.0,121.0,7650,153600,2304000.0,5.0,Editing,1,0.0,-116.8742393657842,46.22838243012257
